review,emotion_label
The shirt is nice and got here relatively quickly with no issues. It's what you'd expect and I suppose it doesn't get praised enough. I'm happy with the order all around.,1
"Bought tee shirt for a birthday gift for my 16-year old son; delivered as promised, fut and design were as expected. Well done and great way to support artists. Thank you!",0
"I am always a bit hesitant to order things online, especially clothes. I just received my order (6 days after ordering) and both the t-shirt and the sticker are awesome. So thanks, TeePublic, you have eased my mind with your awesome products and fast delivery!Cheers,Sonya",0
I went by yourchart and they fitperfect very happy,1
All expectations were met. Timely delivery. Everyone is happy!,1
I found exactly what I was looking for. Super easy transaction with the super fast shipping to match. Very pleased. Thank you.,0
"THANK YOU for allowing my order to be switch for bigger sizes and shipping to my Daughters house while I travel. They 5 t-shirts are Gifts and I know they are going to LOVE them. Getting ready for the Holiday season. I SUPPORT ARTIST, like my two daughters Hairstylist & Tattoo.",0
Very happy with t-shirt,1
I am very happy with my purchase through teepublic. It was the perfect t-shirt for my husband. He loves the last of us and loved the subtly of the shirt. No large writing telling what it is was amazing. The quality is good so far (haven't washed yet) and the print is beautiful. It arrived for Christmas while only ordering it within the last couple weeks beforehand. Thanks again!,0
"I was disappointed in the quality of the initial shipment I received from TeePublic and wrote them to convey my feelings regarding the fabric of both the tee shirts I purchased.Like all great companies do, they took care of me and sent out two new shirts.I received them yesterday and the quality of the graphics and the fabric was just incredible.Every business has a hick-up occasionally but I base my loyalty on how a companytakes care of its mistakes.I will be ordering in the future just like I have over the years.Thanks TeePublic for taking such good care of Me and my family.",0
Everything was awesome.Thanks for agreat product and great customer service as well.I will be back!!,0
Exactly the t-shirt I wanted. Sent in a timely manner exactly where it was supposed to go. Fairly priced. I'm a very happy customer.,1
"I love love LOVE these shirts! The prints are a good quality and so is the material, there's a huge variety so it's safe to assume you'll definitely find something to add to your wardrobe. The size suggestion for Womens fit shirts was MUCH appreciated. I normally wear a Medium, but I ordered a Large and they were a perfect fit. Thank you!!",0
Received my shirts just in time for the holidays. Thank you,0
"I'm very pleased with the adult size tees that I bought, but the 3t tee shirt is a bit disappointing. The size of the graphics is very small, I expected it to be larger for the size of the shirt. Otherwise I'm very satisfied with my order, thank you",3
First time user! Was extremely happy with my purchases and timely fashion of deliveries. Will be using website again. Thank you,0
"Very happy with quality of items ordered and remarkable delivery time, although I didn't pay for such speedy delivery...TeePublic ROCKS!",1
Thank you so much. My daughter loved it.,0
The quality and clarity of the shirt is not that good,4
I am very pleased with the fast delivery. The quality of all the products is great. Thank you so much!,0
"4 T-shirts. One miss print, the other three have a low quality print. No sharp or bright lines as per advertisement.Quality of the print looks like the print will be washed away soon. Thin fabric T-shirts.We where atracted by the designs and gave it a try, but where very disapointed when they arrived after four weeks.",3
